pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,1.2356711021877122e-4,0.0046045722060643205,0.5188480777437918,0.43435415443261505,1.3916126946145346,196,
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.00561431853612597,0.038306145183104955,0.40701791892395395,0.44329752245791476,1.3672432783710091,94,
GOBP_BLOOD_VESSEL_MORPHOGENESIS,9.668723351886469e-7,4.683805840892431e-4,0.6435518361507222,0.41637658828622853,1.3684313789879228,418,
GOBP_BONE_DEVELOPMENT,0.001794794754429935,0.020492084216403732,0.45505986738722953,0.4373031273992571,1.3778489470488542,139,
GOBP_BONE_REMODELING,0.005242514989499094,0.037036184019565474,0.40701791892395395,0.5001361158401965,1.4805449628930905,55,
GOBP_BONE_RESORPTION,6.19462870207702e-4,0.012084502305078218,0.47727081536286214,0.5656033668045528,1.6317429841331723,40,
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE,0.002090411153419229,0.02231343649517563,0.4317076958033464,0.46447149198306203,1.4306773040929912,92,
GOBP_B_CELL_ACTIVATION,3.167073717635276e-4,0.007839085384307462,0.49849310876659025,0.4459041646109265,1.419635243863388,168,
GOBP_B_CELL_MEDIATED_IMMUNITY,0.0029783536902281515,0.026301034800947035,0.4317076958033464,0.43855966127759494,1.3680724768639612,119,
GOBP_B_CELL_PROLIFERATION,6.928794202886943e-4,0.012497628267015757,0.47727081536286214,0.5577421206510518,1.6171799253870653,43,
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,0.001150516686858116,0.016055152613727867,0.45505986738722953,0.46995671115178406,1.4376781336930429,86,
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT,0.002534381709455972,0.02430136289588126,0.4317076958033464,0.41595269438757465,1.3280783614950311,186,
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.00561431853612597,0.038306145183104955,0.40701791892395395,0.4235059835791198,1.3264583079379333,128,
GOBP_CARBOHYDRATE_METABOLIC_PROCESS,8.929876777236241e-4,0.014612597860275751,0.47727081536286214,0.3865211565557482,1.2670831682716572,384,
GOBP_CARBOXYLIC_ACID_TRANSPORT,0.0026083769602898298,0.024618649979466008,0.4317076958033464,0.4338283416409752,1.3673829925967294,141,
GOBP_CARDIOCYTE_DIFFERENTIATION,0.0071015357698399765,0.04535086213846961,0.40701791892395395,0.4410638711501928,1.349289983667958,86,
GOBP_CATION_TRANSMEMBRANE_TRANSPORT,0.001463451263856059,0.018466638657887106,0.45505986738722953,0.3731842680967047,1.2290949441796404,441,
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,0.003533319851603239,0.029081280623268403,0.4317076958033464,0.37632359375543617,1.2324850642392509,364,
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS,0.00576304005991317,0.03900692383865381,0.40701791892395395,0.36050250420215263,1.1885832968295216,471,
GOBP_CELLULAR_ION_HOMEOSTASIS,0.0021274086235754767,0.022448711709184294,0.4317076958033464,0.3765396509208745,1.233899074042878,368,
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS,2.303822030175182e-5,0.0019747168993829558,0.5756102610711286,0.4682760106228006,1.4809388563630759,152,
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,0.005539957795552118,0.03826068611958703,0.40701791892395395,0.39343531606281773,1.2688768722276635,232,
GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,2.409257296046749e-4,0.00658854152491494,0.5188480777437918,0.6669255143934874,1.8231056597101434,23,
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,0.0022753986584725166,0.023452513224560195,0.4317076958033464,0.4237866458295874,1.3445829401340166,160,
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,0.005242514989499094,0.037036184019565474,0.40701791892395395,0.5008436333221712,1.4643634323873962,47,
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,0.0081455205349003,0.049948390838782844,0.3807304007227924,0.44302604324706546,1.3610856063703605,89,
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.001794794754429935,0.020492084216403732,0.45505986738722953,0.39377619133198966,1.2738898988667244,258,
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS,0.002703982496059884,0.024984208839615985,0.4317076958033464,0.6056482774513863,1.6614053601704786,24,
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,0.00316334229343525,0.027225618571164806,0.4317076958033464,0.3713138077328378,1.217421936789131,388,
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA,0.00561431853612597,0.038306145183104955,0.40701791892395395,0.4639591965819949,1.4178452020708936,85,
GOBP_CELLULAR_RESPONSE_TO_LIPID,0.00345932430766559,0.02875139393944611,0.4317076958033464,0.37190365796737007,1.2187071881455798,368,
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,8.405542309155526e-4,0.014040982251402163,0.47727081536286214,0.6257718612034867,1.7329088565406014,26,
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.006804092022565315,0.0439479543781314,0.40701791892395395,0.42085105906632236,1.3237684381162087,136,
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,4.742647955316411e-5,0.0027903324464784132,0.557332238758646,0.39725414394236935,1.3081462311902758,446,
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,0.00175797877787988,0.02048558775185798,0.45505986738722953,0.4553600620894446,1.4188307792351627,114,
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE,4.215154222663496e-4,0.009593012059766386,0.49849310876659025,0.41360481027270385,1.3370400672110712,241,
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,0.0071015357698399765,0.04535086213846961,0.40701791892395395,0.39789864538775965,1.272703877378563,192,
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID,0.002613598936186306,0.024618649979466008,0.4317076958033464,0.5372327524555337,1.5498949018257753,40,
GOBP_CELLULAR_RESPONSE_TO_VIRUS,0.006506648404950353,0.04259468096754179,0.40701791892395395,0.4813160417252966,1.4404027797463876,64,
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,9.326476755467946e-7,4.683805840892431e-4,0.6594443980379349,0.47879657777173057,1.5327420093313997,194,
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,3.3956425219144216e-5,0.002503179085176479,0.557332238758646,0.5702031425839952,1.6922671154151803,57,
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,0.004424548908422876,0.033267506315880206,0.40701791892395395,0.4259771492853783,1.3341982181362635,128,
GOBP_CELL_CELL_RECOGNITION,0.0010605964745065422,0.015569188939617682,0.45505986738722953,0.5950991178888085,1.6754582343899738,32,
GOBP_CELL_CHEMOTAXIS,4.991620287092683e-4,0.010640219314549957,0.47727081536286214,0.43149204343043646,1.3762983420795067,179,
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,0.0026640039976831772,0.024749691934640147,0.4317076958033464,0.6073143798710459,1.6601528345682852,23,
GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS,1.3490323769099828e-4,0.004728332247956737,0.5188480777437918,0.5457098369711639,1.6331098446056644,64,
GOBP_CELL_JUNCTION_ASSEMBLY,0.0036073154097051112,0.029546875735048387,0.4317076958033464,0.38951780229379035,1.2594289624709811,255,
GOBP_CELL_JUNCTION_ORGANIZATION,1.912875688431657e-5,0.0018018226276310416,0.5756102610711286,0.401492533345198,1.3218553107142241,434,
GOBP_CELL_KILLING,0.001334595700783217,0.01774750596610153,0.45505986738722953,0.45266273260923395,1.4113857222386725,115,
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,3.7885183003543106e-5,0.0026764303242711386,0.557332238758646,0.3945144149403789,1.2997424556482586,465,
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,0.0071015357698399765,0.04535086213846961,0.40701791892395395,0.3711871960390612,1.2147928870742633,353,
GOBP_CELL_RECOGNITION,0.00412710749544871,0.03173474266908521,0.40701791892395395,0.4687237820790907,1.4279822682561123,79,
GOBP_CELL_SUBSTRATE_ADHESION,7.372887710680784e-4,0.013021594909853405,0.47727081536286214,0.40357088522774287,1.3066522996052963,265,
GOBP_CENTROSOME_DUPLICATION,0.0010952930936056213,0.01575361448854694,0.45505986738722953,0.5117381323179976,1.5269291980367354,62,
GOBP_CHEMOKINE_PRODUCTION,0.004424548908422876,0.033267506315880206,0.40701791892395395,0.4948189240517066,1.4754430943705696,61,
GOBP_COGNITION,3.121505103487512e-4,0.007839085384307462,0.49849310876659025,0.4365311941884126,1.3907863040216053,175,
GOBP_COLLAGEN_METABOLIC_PROCESS,0.003978386999351746,0.03136361657508221,0.40701791892395395,0.4903450139169744,1.4558733436707432,58,
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,0.003274335516091334,0.027897667676044506,0.4317076958033464,0.5573319828955464,1.584928285129688,34,
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,0.006655370196463921,0.0432310454441125,0.40701791892395395,0.5024514825918979,1.4695905450645128,48,
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,6.486408380880124e-5,0.0032346192381712503,0.5384340963099162,0.4144728917908155,1.347108460435125,288,
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,1.8251517062147082e-4,0.005525972710512568,0.5188480777437918,0.5757166492110375,1.6783717498953714,46,
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,0.005539957795552118,0.03826068611958703,0.40701791892395395,0.4323934840203066,1.3501140276774344,123,
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,1.8251517062147082e-4,0.005525972710512568,0.5188480777437918,0.42367972400125753,1.3650888459362123,220,
GOBP_DENDRITE_DEVELOPMENT,0.0012425561311410456,0.016989950970561638,0.45505986738722953,0.4389826957934817,1.390669921170798,157,
GOBP_DENDRITIC_SPINE_DEVELOPMENT,0.001979418849352146,0.021863874000498783,0.4317076958033464,0.4945146445793903,1.486578331381739,68,
GOBP_DENDRITIC_SPINE_MORPHOGENESIS,0.006594184490023373,0.04300169154936396,0.40701791892395395,0.504133121785437,1.458371854621104,42,
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,0.00517850098573431,0.036891379921481185,0.40701791892395395,0.5194997078150877,1.4987357806507293,40,
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,0.0031263445621927542,0.027140756636332544,0.4317076958033464,0.48493314639716634,1.4616592619834192,70,
GOBP_DICARBOXYLIC_ACID_TRANSPORT,0.002053413700357669,0.022105161453691607,0.4317076958033464,0.5156733093254634,1.517045619449135,51,
GOBP_DIENCEPHALON_DEVELOPMENT,0.004455707703552615,0.033427665537050705,0.40701791892395395,0.5929541423361744,1.6208977307229706,23,
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS,0.0012425561311410456,0.016989950970561638,0.45505986738722953,0.3994845599457272,1.2933272677351602,264,
GOBP_DSRNA_PROCESSING,9.674047559285287e-4,0.01473335336731838,0.47727081536286214,0.5653446638493296,1.6454306797581173,44,
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,0.0016291229185874739,0.01952069193261528,0.45505986738722953,0.5321330801151153,1.556404489482624,48,
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,0.002910172819993641,0.02603798425487714,0.4317076958033464,0.5278381812855382,1.5269465823926702,42,
GOBP_EMBRYONIC_MORPHOGENESIS,0.0043501885070764855,0.033067162725866496,0.40701791892395395,0.375852511894885,1.2307120137271041,361,
GOBP_ENDOCYTOSIS,0.0036443131937980247,0.029777990458238795,0.4317076958033464,0.3693222862793815,1.2144623701669124,426,
GOBP_ENDODERMAL_CELL_DIFFERENTIATION,2.668485531486175e-4,0.007219119943287747,0.49849310876659025,0.6413854129836033,1.7795618911423452,27,
GOBP_ENDODERM_DEVELOPMENT,0.002502383866188128,0.024175452108957104,0.4317076958033464,0.5332827157961362,1.5462595895298565,43,
GOBP_ENDODERM_FORMATION,2.3515394125676864e-4,0.006482983860176443,0.5188480777437918,0.633799388317158,1.7631105605772623,28,
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,0.00405274722825956,0.03172898409210869,0.40701791892395395,0.3720670901474411,1.222530377121312,415,
GOBP_ENDOTHELIAL_CELL_MIGRATION,6.712016995020992e-5,0.0032986158884226353,0.5384340963099162,0.4557365303873709,1.451686540197812,173,
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,0.001665938868358704,0.01975244301609918,0.45505986738722953,0.46427431394779956,1.437604230433517,102,
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,0.0018684267270057174,0.021119450104254624,0.45505986738722953,0.39561559512571104,1.2772060863257801,236,
GOBP_ENSHEATHMENT_OF_NEURONS,0.0027563675647738796,0.025330196238884082,0.4317076958033464,0.46055884641500977,1.4221211594127652,95,
GOBP_ENTRY_INTO_HOST,0.003755306565052547,0.030319629909745686,0.4317076958033464,0.4419095923679369,1.3692481923604383,104,
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,0.004870711887142124,0.0353674175787986,0.40701791892395395,0.4669615875230617,1.4270204175249543,85,
GOBP_EPITHELIAL_CELL_DIFFERENTIATION,2.71138817929304e-4,0.007219119943287747,0.49849310876659025,0.4000041516477789,1.3072798841097688,344,
GOBP_EPITHELIAL_CELL_PROLIFERATION,1.0208966040569082e-4,0.004072776922772912,0.5384340963099162,0.4215097296452281,1.3622599835277265,253,
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,2.939230770538129e-4,0.007493933490898343,0.49849310876659025,0.4216308714413188,1.3590283620782477,221,
GOBP_ERK1_AND_ERK2_CASCADE,0.00561431853612597,0.038306145183104955,0.40701791892395395,0.3961322204222455,1.2710546515723766,204,
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,9.296227548177411e-4,0.014612597860275751,0.47727081536286214,0.39363975861688955,1.2818262638654563,303,
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.0038296666652980786,0.030443527076552245,0.4317076958033464,0.4188266469644143,1.3334279342706135,168,
GOBP_EXOCYTOSIS,7.006537875890933e-4,0.012570989384733416,0.47727081536286214,0.4108567321142942,1.3256721930547257,233,
GOBP_EXPORT_FROM_CELL,3.353442488666551e-6,5.972033946330532e-4,0.6272567397185284,0.40230422810709515,1.3303296249684695,499,
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,0.003978386999351746,0.03136361657508221,0.40701791892395395,0.40417322232596065,1.2932330078575336,193,
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,8.563526138258334e-4,0.014165325431626347,0.47727081536286214,0.43745461990326956,1.392734235948255,168,
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.001371411558087566,0.018095161842314928,0.45505986738722953,0.49805465332879634,1.501209398492522,70,
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY,0.0031771278241166977,0.027275039117923346,0.4317076958033464,0.6381219723609687,1.7093190276155488,20,
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY,0.007361388829858772,0.046658821536544104,0.40701791892395395,0.5701294938047944,1.5691521203681513,25,
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY,0.004358897593176739,0.033067162725866496,0.40701791892395395,0.5164433675921521,1.4939833136428775,42,
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,1.0660186565208474e-4,0.004203336353793248,0.5384340963099162,0.5488255126268555,1.642433921690566,64,
GOBP_GASTRULATION,6.548600972352122e-4,0.01223743400799922,0.47727081536286214,0.4635722727207837,1.441838537599912,111,
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.0038296666652980786,0.030443527076552245,0.4317076958033464,0.3806008098782477,1.2469524586493812,366,
GOBP_GENE_SILENCING_BY_RNA,0.007846610895282524,0.04864324962687941,0.3807304007227924,0.4411147052329443,1.3620812213747338,95,
GOBP_GLAND_DEVELOPMENT,6.035191768721494e-5,0.0031008083769294825,0.557332238758646,0.4219880850847755,1.36724056396533,269,
GOBP_GLIAL_CELL_DEVELOPMENT,0.0015002671684057037,0.01863518669620418,0.45505986738722953,0.49666734279100866,1.5005854741883415,71,
GOBP_GLIAL_CELL_DIFFERENTIATION,0.00079224128926435905,0.013499950813544931,0.47727081536286214,0.45042990610289535,1.4107864215861017,128,
GOBP_GLIOGENESIS,3.9417415687826365e-4,0.009347164797022321,0.49849310876659025,0.44126352514261885,1.4052262993825266,172,
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.0016536673455710951,0.01974502101701262,0.45505986738722953,0.6654211563304966,1.745586790653251,18,
GOBP_GMP_METABOLIC_PROCESS,0.002417791212418475,0.023774362696600233,0.4317076958033464,0.6335611662970311,1.7079326317895438,21,
GOBP_GRANULOCYTE_ACTIVATION,0.0042843883531732945,0.032795397078127855,0.40701791892395395,0.5602253072433034,1.577273559847261,32,
GOBP_GRANULOCYTE_CHEMOTAXIS,0.0017763867653013783,0.020492084216403732,0.45505986738722953,0.5108343476059455,1.523197626256768,61,
GOBP_GRANULOCYTE_DIFFERENTIATION,0.003986351738089187,0.03136361657508221,0.40701791892395395,0.5781770589110681,1.6083797132658253,28,
GOBP_GRANULOCYTE_MIGRATION,8.968110738333226e-5,0.0038988286556010214,0.5384340963099162,0.5307551025482613,1.6044491105040544,72,
GOBP_HEART_DEVELOPMENT,0.0032003400296106476,0.027390628395272138,0.4317076958033464,0.3762777035853562,1.2334935175687227,381,
GOBP_HEART_MORPHOGENESIS,0.005391236359984239,0.03761454304243312,0.40701791892395395,0.4119359553491358,1.3035237167590545,154,
GOBP_HEMOSTASIS,2.1152623691978153e-6,5.697010156298653e-4,0.6272567397185284,0.4994788890925429,1.5737515199175793,139,
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,0.005019433068454847,0.0362146756066604,0.40701791892395395,0.4444627218963086,1.3702034706330521,93,
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,2.5967758852788533e-6,5.722222539929556e-4,0.6272567397185284,0.5853640053210775,1.7546435959281728,65,
GOBP_IMMUNE_EFFECTOR_PROCESS,1.9599689505026418e-8,6.646254711154459e-5,0.7337619883564803,0.43657758664221247,1.4351772955053272,422,
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,3.171142522940841e-5,0.002389632065620531,0.557332238758646,0.4142437924632329,1.3516674213988302,317,
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,1.3263601020515578e-4,0.004728332247956737,0.5188480777437918,0.5163113089731727,1.5753159050019672,81,
GOBP_IMPORT_INTO_CELL,5.92238776115174e-5,0.0031008083769294825,0.557332238758646,0.49171884311495095,1.5314615342388997,113,
GOBP_INFLAMMATORY_RESPONSE,4.260723016074199e-4,0.009632074498338406,0.49849310876659025,0.37648905798646937,1.2413295091557517,473,
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.004582425493228204,0.03400219879110906,0.40701791892395395,0.5254999364769715,1.514210680640925,39,
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.0023948504603262606,0.0237454324882057,0.4317076958033464,0.6489880553887002,1.7235890846489106,19,
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,3.303779626078673e-4,0.008002226222880557,0.49849310876659025,0.5036328236795613,1.5376426633243478,83,
GOBP_INTERFERON_ALPHA_PRODUCTION,0.001401016426861777,0.018314461743902066,0.45505986738722953,0.6210980672644646,1.7037869941395705,24,
GOBP_INTERLEUKIN_12_PRODUCTION,4.8180733175908695e-4,0.010406424598694675,0.49849310876659025,0.5645012508451009,1.6367781039326168,43,
GOBP_INTERLEUKIN_4_PRODUCTION,0.004813353141439407,0.03502592382536702,0.40701791892395395,0.6283698337774132,1.6688310017858876,19,
GOBP_INTERLEUKIN_6_PRODUCTION,0.005316875666265021,0.037288336590266515,0.40701791892395395,0.44265350753381794,1.3723754225862754,106,
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.0014450433161045933,0.018352591329253466,0.45505986738722953,0.40195072848138186,1.2986243005343652,239,
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,5.913397706059092e-4,0.011935911679313323,0.47727081536286214,0.5952303819510885,1.6970528772497278,35,
GOBP_ION_HOMEOSTASIS,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.36973055813250816,1.217586470683512,448,
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.0011321088157348654,0.01592938171849348,0.45505986738722953,0.4078247471577451,1.3159663555779157,234,
GOBP_KERATINOCYTE_DIFFERENTIATION,0.0017395707922196308,0.020340981229023336,0.45505986738722953,0.5183229852752705,1.5248406307865896,51,
GOBP_LAMELLIPODIUM_ASSEMBLY,0.0071015357698399765,0.04535086213846961,0.40701791892395395,0.4965277423403691,1.4680992125368009,54,
GOBP_LEARNING,0.005168154330418158,0.036891379921481185,0.40701791892395395,0.46503063618370627,1.4153415651364056,78,
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,5.083207103972554e-4,0.010640219314549957,0.47727081536286214,0.5088074825761144,1.542618104420047,75,
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,8.291281479950309e-5,0.003699438881383092,0.5384340963099162,0.41893673625252204,1.3570263314995352,266,
GOBP_LEUKOCYTE_CHEMOTAXIS,4.237520099989941e-5,0.002696250274059442,0.557332238758646,0.47815075457273915,1.5006232136236617,132,
GOBP_LEUKOCYTE_DEGRANULATION,4.2936453789209636e-5,0.002696250274059442,0.557332238758646,0.5608020262732931,1.6707373929579474,60,
GOBP_LEUKOCYTE_DIFFERENTIATION,3.6983990820684507e-6,5.972033946330532e-4,0.6272567397185284,0.4216262407514819,1.3805960140571483,361,
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.00316334229343525,0.027225618571164806,0.4317076958033464,0.4575730210070649,1.4129014787487129,95,
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,1.401628045258128e-7,1.5843069004901038e-4,0.6901324587967956,0.4516957677831904,1.4687831018164457,292,
GOBP_LEUKOCYTE_MIGRATION,3.5796091562159597e-7,3.03461366218208e-4,0.674962860011025,0.4653517552391913,1.5001519508913053,222,
GOBP_LEUKOCYTE_PROLIFERATION,1.2920078252069585e-6,5.476498169095995e-4,0.6435518361507222,0.46584192935673757,1.4996028187278183,215,
GOBP_LIPID_CATABOLIC_PROCESS,3.6292721588426124e-6,5.972033946330532e-4,0.6272567397185284,0.4632218471581353,1.4870903489876643,207,
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.001665938868358704,0.01975244301609918,0.45505986738722953,0.5292857157869466,1.5500348469870076,49,
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,0.006432287522913684,0.042231525874643135,0.40701791892395395,0.44474978387279474,1.3773292233263406,103,
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.0059167211281775205,0.039808732828670576,0.40701791892395395,0.6308147216167279,1.6548043820489242,18,
GOBP_LUNG_MORPHOGENESIS,0.0046522779136103105,0.03422098569425719,0.40701791892395395,0.5420361706691776,1.5357464988743115,33,
