pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,3.7088077060487025e-17,6.558044684930823e-15,1.4708125550014666,109,112,
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,4.083255517269172e-17,7.013866334234932e-15,1.336165187580968,206,233,
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,4.46406445573692e-17,7.454987641080656e-15,1.4060769890572609,147,158,
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,9.75933071382855e-17,1.5857593581496553e-14,1.4047280577054706,145,156,
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION,1.1848188426612907e-16,1.8745081268630736e-14,1.2810012711450083,267,315,
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,1.320893241871623e-16,2.0362077359313328e-14,1.4105407255304585,140,150,
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,2.0920291166912115e-16,3.1313817608561945e-14,1.3810097004885649,159,174,
GOBP_MEMBRANE_ORGANIZATION,2.1355065235379905e-16,3.1313817608561945e-14,1.4236824093086928,130,138,
GOBP_CELL_CELL_ADHESION,2.76477846751622e-16,3.9575828920732177e-14,1.4393272709494473,120,126,
GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT,3.1814651508147517e-16,4.4481322062089044e-14,1.423042911314618,129,137,
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,4.228221477657241e-16,5.777288073562575e-14,1.4477939019550325,114,119,
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION,4.805237597845398e-16,6.419797430721451e-14,1.3900169848150683,149,162,
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,5.571150595266346e-16,7.28125160407419e-14,1.494686012139811,90,91,
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,7.023980311113654e-16,8.984716942641551e-14,1.389263713699032,148,161,
GOBP_NEURON_DEVELOPMENT,1.3717918547278183e-15,1.7181692980465924e-13,1.406342687656856,134,144,
GOBP_PROGRAMMED_CELL_DEATH,1.5455146225385853e-15,1.896251818510607e-13,1.2994835417833366,227,264,
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,1.7321626981788602e-15,2.0827524282902615e-13,1.3417338608704363,182,205,
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION,1.8060360686516655e-15,2.1289978126929045e-13,1.349369316515107,175,196,
GOBP_TUBE_MORPHOGENESIS,2.0943328465157885e-15,2.421370975625562e-13,1.436353454273932,115,121,
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,3.0805752272609244e-15,3.4944185408099393e-13,1.455319796182219,104,108,
GOBP_CELL_SUBSTRATE_ADHESION,3.1626158107206087e-15,3.5210456026022774e-13,1.493922443295806,86,87,
GOBP_NEURON_DIFFERENTIATION,4.12450769704084e-15,4.5084618681108236e-13,1.3747309566809331,151,166,
GOBP_RESPONSE_TO_GROWTH_FACTOR,4.908139148038703e-15,5.269237956787265e-13,1.4444222347404192,108,113,
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,6.987909456499033e-15,7.370405553065295e-13,1.4344481954547037,112,118,
GOBP_NERVOUS_SYSTEM_PROCESS,1.058719400001827e-14,1.0974174194501697e-12,1.453720543658942,101,105,
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,1.1566662345385806e-14,1.1786232884823638e-12,1.493302043610052,83,84,
GOBP_EXPORT_FROM_CELL,1.3468567671862154e-14,1.349550480720588e-12,1.4650295436449734,95,98,
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,1.4290335870597e-14,1.4084180205578552e-12,1.3619215892268755,155,172,
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,1.614009180323325e-14,1.5650682567909405e-12,1.36649903478464,151,167,
GOBP_REGULATION_OF_CELL_ADHESION,2.0034113425947158e-14,1.8866440120344742e-12,1.4238634242367674,114,121,
GOBP_VESICLE_ORGANIZATION,2.0084034725583227e-14,1.8866440120344742e-12,1.51129363449692,74,74,
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,2.5720607166610933e-14,2.378958312087153e-12,1.3704898797301261,146,161,
GOBP_ACTIN_FILAMENT_ORGANIZATION,3.1184866349712446e-14,2.8406578256738066e-12,1.51129363449692,73,73,
GOBP_VASCULATURE_DEVELOPMENT,3.442553035562959e-14,3.089049082060375e-12,1.43175186426024,108,114,
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,6.185534566327145e-14,5.468740266582175e-12,1.379435800614638,136,149,
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,7.503616477238907e-14,6.537933661037726e-12,1.2999686771308254,203,236,
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,9.394982052339107e-14,8.068947442666101e-12,1.3908281998631074,127,138,
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS,1.0695055055971599e-13,9.056150844577642e-12,1.462542226932503,90,93,
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,1.2325993219625792e-13,1.0292204338387536e-11,1.4393272709494476,100,105,
GOBP_CELL_ACTIVATION,1.344089545250966e-13,1.1069405953491518e-11,1.3835786794690113,130,142,
GOBP_MAPK_CASCADE,1.672212931647542e-13,1.3585600196033814e-11,1.4288594362516334,104,110,
GOBP_BLOOD_VESSEL_MORPHOGENESIS,4.070865776455639e-13,3.2586212982347725e-11,1.4372106131980513,97,102,
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,4.119348281201642e-13,3.2586212982347725e-11,1.4483230663928817,92,96,
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,4.3342343778073023e-13,3.3840801401788966e-11,1.5112936344969201,67,67,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION,5.70071128665022e-13,4.393932853248862e-11,1.4007111734361697,114,123,
GOBP_CELL_JUNCTION_ORGANIZATION,6.162152505781599e-13,4.68947605883025e-11,1.447660218307576,91,95,
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,8.988249175944435e-13,6.754669255722243e-11,1.435728952772074,95,100,
GOBP_INFLAMMATORY_RESPONSE,1.1813105975438298e-12,8.767949768436426e-11,1.424933998239953,99,105,
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,1.2194404788537468e-12,8.937084044673473e-11,1.3035802913670114,182,211,
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION,1.2445967534816322e-12,8.937084044673473e-11,1.3843911155696975,120,131,
GOBP_GROWTH,1.2486943774992876e-12,8.937084044673473e-11,1.3913496952511326,116,126,
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,1.3128702620721925e-12,9.285854135974144e-11,1.360164271047228,135,150,
GOBP_RESPONSE_TO_WOUNDING,1.4508612647989642e-12,1.0025951636748704e-10,1.4735112936344967,78,80,
GOBP_TISSUE_MORPHOGENESIS,1.4508612647989642e-12,1.0025951636748704e-10,1.4735112936344967,78,80,
GOBP_DEVELOPMENTAL_GROWTH,1.8850514695911677e-12,1.2878328903616023e-10,1.4585740891074923,83,86,
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,1.9703406764452532e-12,1.3309761962684115e-10,1.490303445128907,71,72,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,2.305331720768876e-12,1.539961589473609e-10,1.3532498557260002,137,153,
GOBP_DEFENSE_RESPONSE,2.430992244233328e-12,1.6060577332231616e-10,1.3183625322207173,164,188,
GOBP_IMMUNE_RESPONSE,2.532171439943924e-12,1.654718988798138e-10,1.3299383983572897,154,175,
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION,4.249176644613028e-12,2.746887095420809e-10,1.4573188618363158,81,84,
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,4.99040957312397e-12,3.191738548257586e-10,1.3124392089052201,165,190,
GOBP_CELL_PART_MORPHOGENESIS,6.3718873236019285e-12,4.032398588367873e-10,1.4566685633705252,80,83,
GOBP_ORGANELLE_LOCALIZATION,7.71304729173103e-12,4.830295866446558e-10,1.3940380938894004,107,116,
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,8.147937006746398e-12,5.050040957171067e-10,1.4206160164271049,94,100,
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,9.479962212277603e-12,5.815666614307443e-10,1.365761654878698,122,135,
GOBP_SECRETION,1.1142043445279243e-11,6.76625911040594e-10,1.3930184804928132,106,115,
GOBP_GOLGI_VESICLE_TRANSPORT,1.150086107543781e-11,6.914317678553211e-10,1.4709924709103355,73,75,
GOBP_CELL_MATRIX_ADHESION,1.4170528139027994e-11,8.434971799191713e-10,1.5112936344969201,59,59,
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,1.6132708092360282e-11,9.508807946202942e-10,1.384294169413145,109,119,
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,1.736230285843249e-11,1.0134190755815157e-9,1.4704478605915976,72,74,
GOBP_CELL_CYCLE,1.9348722600719443e-11,1.1185050026492816e-9,1.2723284016918512,197,234,
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,2.2829143437242528e-11,1.3071315270924008e-9,1.3269895327290029,144,164,
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,2.7071525063793608e-11,1.5354151762596904e-9,1.3624541098873748,119,132,
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION,2.9623293741160806e-11,1.6644415137556895e-9,1.407577404678504,95,102,
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,4.74894026728907e-11,2.6435767487909158e-9,1.3810097004885646,106,116,
GOBP_REGULATION_OF_RESPONSE_TO_STRESS,5.252146521226396e-11,2.8968720078544124e-9,1.3157144582679068,148,170,
GOBP_AXON_DEVELOPMENT,5.784071569671725e-11,3.161258025169674e-9,1.4876796714579057,63,64,
GOBP_NEGATIVE_REGULATION_OF_SIGNALING,5.836982740582375e-11,3.161436057331643e-9,1.3482043933641588,124,139,
GOBP_RESPONSE_TO_LIPID,6.790080808494338e-11,3.6448183768453536e-9,1.379876796714579,105,115,
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,7.11873775503542e-11,3.787420476395836e-9,1.452412064321715,74,77,
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,7.225892940439667e-11,3.810707750695024e-9,1.4384602063283936,79,83,
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,8.800662403053253e-11,4.600833249317927e-9,1.4873048466477623,62,63,
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,9.920928187671081e-11,5.141777608989529e-9,1.313386134741371,146,168,
GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH,1.1268373781106855e-10,5.7902105275225995e-9,1.3353210880144017,129,146,
GOBP_CYTOSOLIC_TRANSPORT,1.2373438136116862e-10,6.30416187070632e-9,1.51129363449692,54,54,
GOBP_ENDOSOMAL_TRANSPORT,1.338216315971702e-10,6.704463743018227e-9,1.4869179307147116,61,62,
GOBP_LIPID_LOCALIZATION,1.338216315971702e-10,6.704463743018227e-9,1.4869179307147116,61,62,
GOBP_HOMEOSTATIC_PROCESS,1.5293624341613094e-10,7.598782606758505e-9,1.3040305074801994,151,175,
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,1.5779927392714017e-10,7.72453558349298e-9,1.436661850077319,77,81,
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,1.5803690565030548e-10,7.72453558349298e-9,1.4508418891170431,72,75,
GOBP_REGULATION_OF_ENDOCYTOSIS,1.906396168854491e-10,9.242946586413871e-9,1.51129363449692,53,53,
GOBP_WOUND_HEALING,2.0335909190645528e-10,9.780758884332873e-9,1.486518329013364,60,61,
GOBP_REPRODUCTION,2.6206534781768746e-10,1.2504260881586802e-8,1.3373317772886415,123,139,
GOBP_MACROAUTOPHAGY,2.936098221012338e-10,1.3790486331817326e-8,1.5112936344969201,52,52,
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,2.936098221012338e-10,1.3790486331817326e-8,1.5112936344969201,52,52,
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,3.0883327249919743e-10,1.4393066932288178e-8,1.4861054072553046,59,60,
GOBP_CELL_PROJECTION_ASSEMBLY,3.495699876021928e-10,1.61662674266491e-8,1.4491856769148548,70,73,
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,3.984535140155673e-10,1.8286278826424356e-8,1.373903304088109,100,110,
GOBP_TISSUE_MIGRATION,4.5202552243321126e-10,2.043291308923659e-8,1.51129363449692,51,51,
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,4.5202552243321126e-10,2.043291308923659e-8,1.51129363449692,51,51,
GOBP_SYNAPTIC_SIGNALING,6.462115419591112e-10,2.899271485267296e-8,1.420251849286262,78,83,
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,6.83097724797617e-10,3.019693765796524e-8,1.4647922918970147,63,65,
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,6.83097724797617e-10,3.019693765796524e-8,1.4647922918970147,63,65,
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,7.108884765523592e-10,3.1196069496589664e-8,1.4852368476952489,57,58,
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,7.416840352794799e-10,3.2311626232610386e-8,1.3641765550326181,102,113,
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,8.406754084406386e-10,3.6360723421187905e-8,1.3792388509001017,94,103,
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,9.919030814705686e-10,4.259515232715042e-8,1.3433721195528177,112,126,
GOBP_PEPTIDYL_SERINE_MODIFICATION,1.02314978237881e-9,4.3318144307474684e-8,1.4640657084188913,62,64,
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,1.02314978237881e-9,4.3318144307474684e-8,1.4640657084188913,62,64,
GOBP_MEMBRANE_FUSION,1.0701724076245884e-9,4.4674764407289194e-8,1.51129363449692,49,49,
GOBP_EXOCYTOSIS,1.0774851695038146e-9,4.4674764407289194e-8,1.4847797110846932,56,57,
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,1.0774851695038146e-9,4.4674764407289194e-8,1.4847797110846932,56,57,
GOBP_LIPID_METABOLIC_PROCESS,1.2159657498219932e-9,5.007113758856043e-8,1.3866508605177923,89,97,
GOBP_REGULATION_OF_CELL_ACTIVATION,1.3735444939387189e-9,5.6175166650065155e-8,1.4180039039724188,76,81,
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,1.5808907527363575e-09,6.421834598277689e-8,1.405854543718065,80,86,
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,1.6045226391899994e-9,6.474087320006897e-8,1.3687187633179652,96,106,
GOBP_MITOTIC_CELL_CYCLE,2.073672000111671e-9,8.311277376447578e-8,1.3237608477345284,120,137,
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,2.2655142031438836e-9,9.0200472776828e-8,1.3673609074019752,95,105,
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT,2.3062393683886273e-9,9.121783607073966e-8,1.2670441582145895,166,198,
GOBP_EPITHELIAL_CELL_DIFFERENTIATION,2.3519041856754273e-9,9.241599976654033e-8,1.4296020866862755,70,74,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,3.3714375989484964e-9,1.316174210706387e-7,1.2430553703654321,190,231,
GOBP_SIGNAL_RELEASE,3.736617099672291e-9,1.4493252905309558e-7,1.4833067153395694,53,54,
GOBP_RESPONSE_TO_HORMONE,4.0733515427557556e-9,1.5698070176312567e-7,1.357365579131493,97,108,
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,5.019062486220908e-9,1.9219492781630639e-7,1.3812898809918086,85,93,
GOBP_EPITHELIAL_CELL_PROLIFERATION,5.105144973820342e-9,1.9303227410445218e-7,1.4609171800136893,58,60,
GOBP_REGULATION_OF_CELL_DEVELOPMENT,5.105144973820342e-9,1.9303227410445218e-7,1.4609171800136893,58,60,
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,6.1196599765250455e-9,2.2851798620415263e-7,1.413157684204912,72,77,
GOBP_TAXIS,6.1196599765250455e-9,2.2851798620415263e-7,1.413157684204912,72,77,
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,6.8314335310095355e-9,2.53522088817465e-7,1.40071117343617,76,82,
GOBP_REGULATION_OF_GROWTH,7.155417225624923e-9,2.639163703095524e-7,1.3896952960891218,80,87,
GOBP_EMBRYO_DEVELOPMENT,7.301746040406825e-9,2.6767132435930386e-7,1.3181207639221257,116,133,
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,8.531226239363973e-9,3.089742900666037e-7,1.4822302953719793,51,52,
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,8.531226239363973e-9,3.089742900666037e-7,1.4822302953719793,51,52,
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,9.168809498704359e-9,3.2811239706077737e-7,1.51129363449692,44,44,
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,9.168809498704359e-9,3.2811239706077737e-7,1.51129363449692,44,44,
GOBP_CYTOKINE_PRODUCTION,9.633154291428318e-9,3.426894887577932e-7,1.3696098562628338,87,96,
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,1.0213621134215108e-8,3.612017074053014e-7,1.388281361921589,79,86,
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE,1.1342192572144604e-8,3.9876761253645237e-7,1.4591800608935777,56,58,
GOBP_LEUKOCYTE_MIGRATION,1.1861114155729599e-8,4.145873157223625e-7,1.4404517453798769,61,64,
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,1.3573945262270407e-8,4.693407129389861e-7,1.368118448070896,86,95,
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS,1.3583713248733131e-8,4.693407129389861e-7,1.3151715597912126,114,131,
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,1.4073285471158455e-8,4.834776700148836e-7,1.51129363449692,43,43,
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,1.9421786666834147e-8,6.634305763693573e-7,1.4810677618069816,49,50,
GOBP_EMBRYONIC_MORPHOGENESIS,2.0201630962216225e-8,6.810387402433339e-7,1.3965118394718374,73,79,
GOBP_HEART_DEVELOPMENT,2.0201630962216225e-8,6.810387402433339e-7,1.3965118394718374,73,79,
GOBP_LYMPHOCYTE_ACTIVATION,2.0277101547497797e-8,6.810387402433339e-7,1.3754470156657361,81,89,
GOBP_CELLULAR_RESPONSE_TO_STRESS,2.1173621328993513e-8,7.071989523883833e-7,1.256759969739544,158,190,
GOBP_VACUOLAR_TRANSPORT,2.1593131141369738e-8,7.172259912812977e-7,1.5112936344969201,42,42,
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,2.5660149343054806e-8,8.476308673101402e-7,1.438166523150295,59,62,
GOBP_RESPONSE_TO_PEPTIDE,2.67356444604282e-8,8.783316639130836e-7,1.4077803718601445,68,73,
GOBP_RESPONSE_TO_NITROGEN_COMPOUND,2.86190147357921e-8,9.35095198867294e-7,1.3016981669389531,118,137,
GOBP_REGULATION_OF_SECRETION,2.8919041572406005e-8,9.397906915313777e-7,1.395040277997157,72,78,
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,2.9271411166647638e-8,9.461275480316429e-7,1.480450907262289,48,49,
GOBP_CHEMICAL_HOMEOSTASIS,3.0345562443809846e-8,9.756017187817368e-7,1.3342952809071906,98,111,
GOBP_ORGANELLE_MEMBRANE_FUSION,3.311872525541275e-8,1.0590945544443695e-6,1.51129363449692,41,41,
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,3.729336734051643e-8,1.1800406550062358e-6,1.4563375023333955,53,55,
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS,3.729336734051643e-8,1.1800406550062358e-6,1.4563375023333955,53,55,
GOBP_CELL_JUNCTION_ASSEMBLY,3.767839686796693e-8,1.1859817904199854e-6,1.436967718046252,58,61,
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,4.408260267392887e-8,1.3731844936562714e-6,1.4798083504449009,47,48,
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT,4.408260267392887e-8,1.3731844936562714e-6,1.4798083504449009,47,48,
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,5.2745870036809874e-8,1.6345781992850564e-6,1.361825033282939,82,91,
GOBP_CIRCULATORY_SYSTEM_PROCESS,5.534558872821487e-8,1.6976412216021826e-6,1.455319796182219,52,54,
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS,5.534558872821487e-8,1.6976412216021826e-6,1.455319796182219,52,54,
GOBP_CELL_CYCLE_PROCESS,5.748994802679913e-8,1.754464809833078e-6,1.2810965908318261,128,151,
GOBP_PROTEIN_POLYMERIZATION,6.633663071809509e-8,2.014221332713069e-6,1.4791384507842193,46,47,
GOBP_ENDOTHELIAL_CELL_MIGRATION,7.782234867308825e-8,2.3393398011130324e-6,1.51129363449692,39,39,
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,7.782234867308825e-8,2.3393398011130324e-6,1.51129363449692,39,39,
GOBP_REGULATION_OF_IMMUNE_RESPONSE,7.863499101829788e-8,2.3520077910547603e-6,1.3293786599741424,95,108,
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,8.007395331451836e-8,2.3831911253806157e-6,1.3690542336030922,77,85,
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,8.39064043455501e-8,2.4849522311598385e-6,1.3790554414784395,73,80,
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,1.0137214650073011e-7,2.9874967880509283e-6,1.4168377823408624,60,64,
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,1.1436885788503575e-7,3.354075968804073e-6,1.4017796030116358,64,69,
GOBP_MICROTUBULE_BASED_MOVEMENT,1.1844959284750578e-7,3.4401881748753855e-6,1.4331232740919067,55,58,
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,1.1844959284750578e-7,3.4401881748753855e-6,1.4331232740919067,55,58,
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,1.1922782905684669e-7,3.4461428283161646e-6,1.51129363449692,38,38,
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,1.4985995357125938e-7,4.2902763850971975e-6,1.4777093315080996,44,45,
